Attendance,StudyHours,AssignmentScore,PreviousGPA,ParticipationLevel,InternetUsage,SleepHours,FamilySupportIndex,ExtraCurricular,FinalExamScore,PassFail,PerformanceCategory
66,5.71,94,8.63,5,5.62,7.15,4,0,76.86,Pass,High
92,9.27,69,8.14,5,4.15,6.11,2,0,84.06,Pass,High
82,6.31,72,6.33,1,0.94,5.25,4,0,70.94,Pass,High
80,5.98,59,6.14,3,1.46,5.65,5,0,68.99,Pass,Medium
78,2.84,60,9.96,5,5.05,8.58,3,1,67.59,Pass,Medium
78,7.25,90,6.12,1,1.26,7.74,4,1,78.47,Pass,High
95,8.58,90,7.78,2,0.44,6.0,1,1,86.62,Pass,High
88,5.04,54,8.02,5,4.22,5.26,2,0,67.13,Pass,Medium
77,8.2,50,6.47,5,2.42,7.76,1,0,72.36,Pass,High
61,9.72,66,6.68,1,5.52,7.29,4,0,74.37,Pass,High
60,3.63,71,7.41,3,3.9,6.62,3,1,60.83,Pass,Medium
64,6.19,83,9.05,2,0.54,6.45,3,0,74.3,Pass,High
79,4.3,94,8.03,5,5.69,5.87,1,0,70.64,Pass,High
70,8.34,90,8.55,3,1.55,7.68,5,0,86.83,Pass,High
61,6.62,78,9.94,2,2.02,8.88,5,1,82.19,Pass,High
62,7.08,53,9.07,4,2.41,5.7,3,1,72.82,Pass,High
82,8.38,54,7.74,4,0.31,7.39,1,0,78.38,Pass,High
71,5.17,60,7.79,2,2.98,6.7,1,1,65.01,Pass,Medium
79,9.32,100,8.48,1,0.74,6.79,1,0,87.15,Pass,High
64,6.26,70,8.66,2,2.41,6.02,4,0,70.9,Pass,High
96,3.26,84,8.0,2,2.1,8.3,5,1,74.81,Pass,High
97,7.57,61,8.58,1,4.64,6.94,5,1,81.0,Pass,High
89,8.35,75,6.09,1,4.82,7.17,4,1,78.59,Pass,High
68,4.53,100,7.72,3,0.92,6.22,2,1,73.11,Pass,High
93,8.86,68,7.12,3,2.2,5.73,4,0,83.1,Pass,High
94,9.25,94,6.52,1,2.24,5.34,1,0,83.13,Pass,High
81,4.22,56,6.4,4,0.91,7.86,4,1,67.29,Pass,Medium
83,9.87,96,8.41,4,4.79,5.78,1,1,88.72,Pass,High
76,3.13,56,8.09,2,4.24,7.76,3,0,59.7,Pass,Medium
69,3.62,75,7.01,5,1.14,6.56,1,0,63.37,Pass,Medium
89,3.47,89,7.88,2,2.2,6.66,5,0,72.21,Pass,High
82,9.15,54,7.97,2,0.63,6.88,4,0,81.95,Pass,High
91,7.23,70,6.78,5,3.77,6.47,1,1,77.21,Pass,High
76,3.22,63,8.61,1,0.73,5.4,2,1,63.32,Pass,Medium
76,5.52,53,9.12,4,5.92,6.24,3,1,68.85,Pass,Medium
73,6.92,72,9.17,2,4.68,7.65,2,0,74.87,Pass,High
68,2.67,91,8.41,5,2.34,7.66,2,0,68.45,Pass,Medium
99,9.06,69,8.05,3,3.47,6.14,2,1,85.41,Pass,High
61,8.43,64,6.24,2,5.47,6.84,3,1,71.46,Pass,High
84,6.04,99,7.15,4,3.32,5.77,3,1,78.94,Pass,High
98,9.74,94,6.37,1,1.05,5.84,3,0,87.63,Pass,High
68,5.34,78,9.86,2,2.27,5.09,3,1,73.88,Pass,High
81,9.87,57,6.54,2,5.06,8.59,2,0,76.97,Pass,High
63,7.34,90,6.61,5,3.87,5.84,5,1,78.46,Pass,High
85,7.08,97,9.56,3,3.9,5.91,5,1,88.06,Pass,High
88,3.33,68,9.78,3,5.2,6.12,3,1,69.1,Pass,Medium
93,9.06,97,9.06,1,5.36,5.51,4,0,88.11,Pass,High
82,5.42,88,6.02,4,5.52,7.56,1,0,68.93,Pass,Medium
96,3.3,95,6.01,1,0.57,5.3,4,0,69.03,Pass,Medium
70,2.1,77,7.51,2,3.26,5.54,4,0,58.13,Pass,Medium
65,6.48,95,6.57,2,4.44,7.58,4,0,73.19,Pass,High
77,6.22,76,6.07,3,4.54,6.36,5,0,70.33,Pass,High
80,7.75,53,7.86,4,3.64,7.83,1,1,74.88,Pass,High
95,9.12,64,9.77,5,1.0,7.23,4,0,92.94,Pass,High
100,2.64,84,7.3,4,4.78,6.02,3,1,69.03,Pass,Medium
97,7.85,86,8.64,2,4.32,7.6,5,0,85.96,Pass,High
93,3.5,50,8.61,5,0.52,5.47,3,1,69.34,Pass,Medium
76,8.87,52,7.0,4,2.78,7.15,3,1,78.22,Pass,High
96,8.55,96,8.6,4,1.04,6.75,4,0,93.61,Pass,High
84,6.33,73,6.85,5,2.02,6.07,3,1,76.92,Pass,High
97,7.68,76,6.49,2,0.11,7.42,1,0,79.16,Pass,High
71,4.51,89,8.81,4,2.4,8.49,3,0,74.65,Pass,High
82,5.77,85,6.45,5,3.3,9.0,4,0,76.81,Pass,High
81,8.57,83,9.99,2,3.72,7.43,3,0,86.83,Pass,High
